Front,Back,Tags
"cabinet
/'kæbinit/

_And appointing a princess to the **cabinet**?_","## cabinet

**Chinese:** n. 橱柜, 内阁\na. 内阁的, 细木工做的\n[计] 机柜
**English:** n. a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display\nn. persons appointed by a head of state to head executive departments of government and act as official advisers\nn. a storage compartment for clothes and valuables; usually it has a lock\nn. housing for electronic instruments, as radio or television
**CEFR:** B2

📊 Appears in 103 issue(s) · 163 occurrences",CEFR::B2
"battery
/'bætәri/

_Britishvolt, an independent consortium of **battery** manufacturers, plans
capacity of 30 GWh by the end of the decade._","## battery

**Chinese:** n. 电池, 殴打\n[化] 蓄电池
**English:** n. group of guns or missile launchers operated together at one place\nn. a device that produces electricity; may have several primary or secondary cells arranged in parallel or series\nn. a collection of related things intended for use together\nn. a unit composed of the pitcher and catcher
**CEFR:** A2

📊 Appears in 82 issue(s) · 155 occurrences",CEFR::A2
"diplomatic
/.diplә'mætik/

_As China’s economic 
footprint has grown, so has its need for **diplomatic** engagement._","## diplomatic

**Chinese:** a. 外交的, 老练的\n[法] 外交的, 外交上的, 文献上的
**English:** a. relating to or characteristic of diplomacy\na. using or marked by tact in dealing with sensitive matters or people
**CEFR:** B2

📊 Appears in 97 issue(s) · 146 occurrences",CEFR::B2
"coup
/'ku:/

_Russia was behind a failed **coup** in Montenegro in 2016 which seemed to
draw support from DF, although it denied involvement._","## coup

**Chinese:** n. 砰然的一击, 妙计, 出乎意料的行动, 政变\n[医] 发作, 中, 击
**English:** n. a brilliant and notable success
**CEFR:** C1

📊 Appears in 92 issue(s) · 141 occurrences",CEFR::C1
"recession
/ri'seʃәn/

_most; if it catches central banks by surprise they may have to slow the
economy, or even engineer a **recession**, to put the beast back in its cage._","## recession

**Chinese:** n. 后退, 凹处, 衰退, 归还\n[医] 退缩
**English:** n. the state of the economy declines; a widespread decline in the GDP and employment and trade lasting from six months to a year\nn. the withdrawal of the clergy and choir from the chancel to the vestry at the end of a church service\nn. the act of ceding back
**CEFR:** B2

📊 Appears in 80 issue(s) · 134 occurrences",CEFR::B2
"successor
/sәk'sesә/

_**successor**, Hua Guofeng._","## successor

**Chinese:** n. 继承者, 接任者\n[计] 后继
**English:** n. a person who follows next in order\nn. a thing or person that immediately replaces something or someone\nn. a person who inherits some title or office
**CEFR:** A2

📊 Appears in 91 issue(s) · 130 occurrences",CEFR::A2
"strait
/streit/

_America’s dispatch of two towards the Taiwan **Strait**
during an escalation of cross-strait tension in 1996 is seared in the memory
of Chinese leaders._","## strait

**Chinese:** n. 海峡, 困境\na. 困难的, 窘迫的, 狭窄的
**English:** n. a narrow channel of the sea joining two larger bodies of water\ns. narrow
**CEFR:** B2

📊 Appears in 47 issue(s) · 123 occurrences",CEFR::B2
"diplomacy
/di'plәumәsi/

_In 2019, 
China’s **diplomacy** was anchored to this reality._","## diplomacy

**Chinese:** n. 外交, 外交手腕, 交际手段\n[法] 外交, 外交手腕, 权谋
**English:** n. negotiation between nations
**CEFR:** C1

📊 Appears in 81 issue(s) · 119 occurrences",CEFR::C1
"sovereign
/'sɒvrin/

_…Abdel-Fattah al-Burhan (centre), Sudan’s de
facto president and chairman of the **sovereign** council, a military and civilian
body that oversees Mr Hamdok’s mo…_","## sovereign

**Chinese:** n. 元首, 独立国\na. 具有主权的, 至高无上的, 国王的, 完全的
**English:** n. a nation's ruler or head of state usually by hereditary right\ns. greatest in status or authority or power
**CEFR:** C1

📊 Appears in 77 issue(s) · 119 occurrences",CEFR::C1
"ambitious
/æm'biʃәs/

_…u’ll be stabbed.’”

Javid’s mechanical, unpolished delivery makes him seem less **ambitious** than
he really is._","## ambitious

**Chinese:** a. 有野心的, 抱负不凡的, 雄心勃勃的
**English:** a. having a strong desire for success or achievement\ns. requiring full use of your abilities or resources
**CEFR:** B1

📊 Appears in 86 issue(s) · 113 occurrences",CEFR::B1
"reliance
/ri'laiәns/

_…overshadowed by the other
“A”, Mukesh Ambani, India’s richest man, who controls **Reliance** Industries,
a petrochemicals-to-phones conglomerate._","## reliance

**Chinese:** n. 信任, 信赖, 受信赖的人(或事)\n[法] 信任, 信赖, 信心
**English:** n. certainty based on past experience\nn. the state of relying on something
**CEFR:** B1

📊 Appears in 77 issue(s) · 113 occurrences",CEFR::B1
"legacy
/'legәsi/

_…W MACKINTOSH
Founding chief executive
Royal Society Enterprise Fund
Oxford

The **legacy** of Brazil’s army

PEDRO FRANCO DE CAMPOS PINTO
Assistant professor
Mu…_","## legacy

**Chinese:** n. 祖先传下来之物, 遗赠物\n[经] 遗产, 遗赠物
**English:** n (law) a gift of personal property by will
**CEFR:** A1

📊 Appears in 75 issue(s) · 110 occurrences",CEFR::A1
"predecessor
/.predi'sesә/

_(Mr Javid can score a quick win by passing over Dido Harding, his
**predecessor**’s favoured candidate, and choosing an insider such as Amanda
Pri…_","## predecessor

**Chinese:** n. 前任, 先辈, 前身\n[医] 初牙, 前辈, 祖先
**English:** n. one who precedes you in time (as in holding a position or office)
**CEFR:** C1

📊 Appears in 87 issue(s) · 107 occurrences",CEFR::C1
"surveillance
/sә:'veilәns/

_…lhe consequences of Boris 
also plurals, the singular forms 
success in using **surveillance** 
Johnson restricting the power 
being bacterium and serum 
Anot…_","## surveillance

**Chinese:** n. 监视, 监督\n[电] 侦测
**English:** n. close observation of a person or group (usually by the police)
**CEFR:** B2

📊 Appears in 70 issue(s) · 105 occurrences",CEFR::B2
"referendum
/.refә'rendәm/

_■

Brexit **referendum** did more than just tear both the country and the Tories
asunder._","## referendum

**Chinese:** n. （就重大政治或社会问题进行的）全民公决，全民投票
**English:** n. a legislative act is referred for final approval to a popular vote by the electorate
**CEFR:** C2

📊 Appears in 74 issue(s) · 104 occurrences",CEFR::C2
"pentagon
/'pentәgәn/

_at the **Pentagon** added $8.4bn to his personal fortune, taking it to $211bn,
according to Bloomberg._","## pentagon

**Chinese:** n. 五角形, 五边形\n[经] 五角平台
**English:** n. a government building with five sides that serves as the headquarters of the United States Department of Defense\nn. the United States military establishment\nn. a five-sided polygon
**CEFR:** B2

📊 Appears in 67 issue(s) · 102 occurrences",CEFR::B2
"humanitarian
/hju:.mæni'tєәriәn/

_…ave been a chance for a
negotiated end to Ethiopia’s civil war and accompanying **humanitarian**
crisis._","## humanitarian

**Chinese:** n. 人道主义者, 博爱者, 基督凡人论者\na. 人道主义的, 博爱的, 凡人论的
**English:** n. someone devoted to the promotion of human welfare and to social reforms\na. of or relating to or characteristic of humanitarianism
**CEFR:** C1

📊 Appears in 74 issue(s) · 102 occurrences",CEFR::C1
"propaganda
/.prɒpә'gændә/

_**Propaganda** organs argue that the changes are supposed to prioritise the
interests of the masses over those of money-grubbing traders._","## propaganda

**Chinese:** n. 宣传, 宣传活动\n[医] 宣传
**English:** n. information that is spread for the purpose of promoting some cause
**CEFR:** B2

📊 Appears in 70 issue(s) · 98 occurrences",CEFR::B2
"albeit
/ɔ:l'bi:it/

_Bath variations

number of sento-goers in Tokyo grew (**albeit** marginally) for the first time in
more than a decade._","## albeit

**Chinese:** conj. 尽管, 虽然
**English:** conj. Even though; although; notwithstanding.
**CEFR:** C1

📊 Appears in 79 issue(s) · 95 occurrences",CEFR::C1
"reluctant
/ri'lʌktәnt/

_in north-east England, complained that players were **reluctant** to sign as their
spouses would rather live in London or Manchester._","## reluctant

**Chinese:** a. 不情愿的, 勉强的\n[法] 不愿的, 勉强的, 难以处理的
**English:** s. disinclined to become involved\ns. not eager
**CEFR:** B2

📊 Appears in 62 issue(s) · 92 occurrences",CEFR::B2
"authoritarian
/ɒ:.θɒri'tєәriәn/

_…they’d say: ‘No chance, mate’.” But the
pandemic has also revealed John Bull’s **authoritarian** streak._","## authoritarian

**Chinese:** a. 独裁的, 独裁主义的
**English:** n. a person who behaves in a tyrannical manner\ns. characteristic of an absolute ruler or absolute rule; having absolute sovereignty\ns. expecting unquestioning obedience
**CEFR:** C2

📊 Appears in 71 issue(s) · 91 occurrences",CEFR::C2
"judicial
/dʒu:'diʃәl/

_…It may be prudent, froni the 
ASBJORN AMMITZBOLL PLUGGE 
effect of undermining **judicial** 
the lesson of ftresilience and 
point of view of employees' 
Pho f…_","## judicial

**Chinese:** a. 法庭的, 公正的, 审判上的, 司法的\n[法] 司法的, 审判上的, 法官的
**English:** s. decreed by or proceeding from a court of justice\na. belonging or appropriate to the office of a judge\na. relating to the administration of justice or the function of a judge
**CEFR:** B1

📊 Appears in 57 issue(s) · 90 occurrences",CEFR::B1
"desperate
/'despәrәt/

_,...., John Adam SU., LondonwczN61fT 
just half the desks are used 
**Desperate** times call for des-
in which authoritarianism is 
£mail:lettel1@ee…_","## desperate

**Chinese:** a. 不顾一切的, 危急的, 令人绝望的, 极渴望的
**English:** n. a person who is frightened and in need of help\ns. desperately determined\ns. (of persons) dangerously reckless or violent as from urgency or despair\ns. showing extreme courage; especially of actions courageously undertaken in desperation as a last resort
**CEFR:** B1

📊 Appears in 72 issue(s) · 90 occurrences",CEFR::B1
"diplomat
/'diplәmæt/

_…rk of the university’s commitment to the liberal arts, argues Chan
Heng Chee, a **diplomat** who sits on the college’s board._","## diplomat

**Chinese:** n. 外交官, 有外交手腕的人\n[法] 外交家, 外交官, 有权谋的人
**English:** n. an official engaged in international negotiations\nn. a person who deals tactfully with others
**CEFR:** B2

📊 Appears in 64 issue(s) · 89 occurrences",CEFR::B2
"tactics
/'tæktiks/

_The **tactics** on both sides are risky._","## tactics

**Chinese:** n. 用兵学, 战术, 兵法\n[经] 战术, 策略
**English:** n. the branch of military science dealing with detailed maneuvers to achieve objectives set by strategy
**CEFR:** C2

📊 Appears in 66 issue(s) · 88 occurrences",CEFR::C2
"naval
/'neivl/

_Brazilian **naval** officers are keen to show that their programme is above-
board, and would not like to be lumped in with nuclear pariahs like Iran._","## naval

**Chinese:** a. 海军的, 军舰的, 有舰队的\n[法] 海军的, 军舰的, 船的
**English:** a. connected with or belonging to or used in a navy
**CEFR:** B2

📊 Appears in 63 issue(s) · 88 occurrences",CEFR::B2
"unprecedented
/.ʌn'presidentid/

_However, in the new decade, we also 
face **unprecedented** threats from rising protectionism and 
unilateralism._","## unprecedented

**Chinese:** a. 空前的\n[经] 空前的, 无前例的
**English:** a. having no precedent; novel
**CEFR:** C1

📊 Appears in 71 issue(s) · 87 occurrences",CEFR::C1
"prosperity
/prɒs'periti/

_…s called for cutting police funding, Mr Adams argued that “the
prerequisite for **prosperity** is public safety.” That message resonated as
shootings last year…_","## prosperity

**Chinese:** n. 繁荣, 茂盛, 成功\n[经] 繁荣
**English:** n. an economic state of growth with rising profits and full employment\nn. the condition of prospering; having good fortune
**CEFR:** B1

📊 Appears in 73 issue(s) · 87 occurrences",CEFR::B1
"leverage
/'levәridʒ/

_The extent of **leverage** in the system is hard to gauge; the dozen exchanges
that list perpetual swaps are all unregulated._","## leverage

**Chinese:** n. 杠杆作用, 杠杆装置, 杠杆效率\n[医] 杠杆率
**English:** n. the mechanical advantage gained by being in a position to use a lever\nn. strategic advantage; power to act effectively\nn. investing with borrowed money as a way to amplify potential gains (at the risk of greater losses)\nv. supplement with leverage
**CEFR:** C1

📊 Appears in 67 issue(s) · 87 occurrences",CEFR::C1
"pact
/pækt/

_The United Arab Emirates
threw its support behind the **pact** when it secured a change to the way its
output quota is calculated._","## pact

**Chinese:** n. 契约, 协定, 条约\n[化] 合同
**English:** n a written agreement between two states or sovereigns
**CEFR:** C1

📊 Appears in 68 issue(s) · 86 occurrences",CEFR::C1
"maritime
/'mæritaim/

_…of peaceful and rules-based order at sea, especially in our country’s sensitive
**maritime** frontiers,” he declared._","## maritime

**Chinese:** a. 海的, 海上的, 海事的, 沿海的, 海员的\n[经] 海事的, 海上的, 海员的
**English:** s. bordering on or living or characteristic of those near the sea
**CEFR:** C1

📊 Appears in 59 issue(s) · 85 occurrences",CEFR::C1
"socialist
/'sәuʃәlist/

_called proof that “**socialist** democracy”, meaning rule by unelected
technocrats, is more “authentic” than Western political systems._","## socialist

**Chinese:** n. 社会主义者, 社会党党员\n[法] 社会主义的
**English:** n. a political advocate of socialism
**CEFR:** B1

📊 Appears in 62 issue(s) · 83 occurrences",CEFR::B1
"ford
/fɒ:d/

_Obituary

Stuff happens

defence secretary under Gerald **Ford** in 1975-77 and George W._","## ford

**Chinese:** n. 浅滩, 福特汽车\nv. 涉过, 涉水
**English:** n. United States film maker (1896-1973)\nn. grandson of Henry Ford (1917-1987)\nn. son of Henry Ford (1893-1943)\nn. English writer and editor (1873-1939)
**CEFR:** B1

📊 Appears in 51 issue(s) · 83 occurrences",CEFR::B1
"logistics
/lәu'dʒistiks/

_But amid the **logistics** blues, markets are working as they tend to
do, and firms are finding routes around blockages._","## logistics

**Chinese:** n. 后勤学, 后勤\n[医] 后勤学
**English:** n. handling an operation that involves providing labor and materials be supplied as needed
**CEFR:** B1

📊 Appears in 56 issue(s) · 83 occurrences",CEFR::B1
"virtual
/'vә:tʃuәl/

_…ogle gave each employee globally
$1,000 for home-office furniture, offered them **virtual** fitness videos and
cooking lessons, and urged everyone to “take good…_","## virtual

**Chinese:** a. 实际上起作用的, 虚的, 实质的, 有效的, 事实上生效的\n[计] 虚拟
**English:** s. being actually such in almost every respect\ns. existing in essence or effect though not in actual fact
**CEFR:** B1

📊 Appears in 54 issue(s) · 82 occurrences",CEFR::B1
"robust
/rәu'bʌst/

_…vious trade-off between ‘flattening the curve’ and economic activity is
largely **robust**.”)

recent paper in the Lancet._","## robust

**Chinese:** a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的\n[计] 健壮性
**English:** a. sturdy and strong in form, constitution, or construction\ns. strong enough to withstand or overcome intellectual challenges or adversity\ns. rough and crude
**CEFR:** C1

📊 Appears in 67 issue(s) · 80 occurrences",CEFR::C1
"wary
/'wєәri/

_…sed disadvantages as ethnic
minorities, from the minor (a shopkeeper training a **wary** eye on them) to the
more serious (teachers reflexively judging them to…_","## wary

**Chinese:** a. 谨慎的, 小心的, 机警的, 周到的, 唯恐的
**English:** a. marked by keen caution and watchful prudence
**CEFR:** C2

📊 Appears in 64 issue(s) · 80 occurrences",CEFR::C2
"partisan
/'pɑ:tizn/

_With little **partisan**
disagreement, a majority of parents agree that it is important for…_","## partisan

**Chinese:** n. 党羽, 虔诚信徒, 同党, 游击队员\na. 党派的, 偏袒的, 效忠的, 献身的, 盲目推崇的
**English:** n. a fervent and even militant proponent of something\nn. a pike with a long tapering double-edged blade with lateral projections; 16th and 17th centuries\na. devoted to a cause or party
**CEFR:** B2

📊 Appears in 63 issue(s) · 80 occurrences",CEFR::B2
"inevitable
/in'evitәbl/

_…ines that
depend on lucrative long-haul routes may struggle if, as seems almost
**inevitable**, business travellers substitute Zoom for at least some flights._","## inevitable

**Chinese:** a. 不可避免的, 必然的\n[法] 不可避免的, 无法规避的, 必然的
**English:** n. an unavoidable event\na. incapable of being avoided or prevented\ns. invariably occurring or appearing
**CEFR:** B1

📊 Appears in 71 issue(s) · 80 occurrences",CEFR::B1
"militia
/mi'liʃә/

_Maybe these **militia** men will want to kill their opponents, but they will say
it was the Taliban.”

Who art in prison

a private hospital._","## militia

**Chinese:** n. 义勇军, 民兵组织, 国民军
**English:** n. civilians trained as soldiers but not part of the regular army\nn. the entire body of physically fit civilians eligible by law for military service
**CEFR:** C1

📊 Appears in 66 issue(s) · 79 occurrences",CEFR::C1
"optimism
/'ɒptimizm/

_This tendency towards chaos is linked to two others: persistent **optimism** and
a belief in the power of individuals (in particular, one Boris…_","## optimism

**Chinese:** n. 乐观主义, 乐观, 乐天\n[医] 乐观主义, 乐观
**English:** n. the optimistic feeling that all is going to turn out well\nn. a general disposition to expect the best in all things
**CEFR:** B2

📊 Appears in 65 issue(s) · 79 occurrences",CEFR::B2
"lucrative
/'lu:krәtiv/

_By contrast, airlines that
depend on **lucrative** long-haul routes may struggle if, as seems almost
inevitable, busi…_","## lucrative

**Chinese:** a. 有利益的, 获利的, 合算的
**English:** s. producing a sizeable profit
**CEFR:** B2

📊 Appears in 63 issue(s) · 77 occurrences",CEFR::B2
"bureaucracy
/bjuә'rɒkrәsi/

_Perhaps he hopes that they will flock to giants like Adani,
not least because of its knack for coping with India’s **bureaucracy**._","## bureaucracy

**Chinese:** n. 官僚, 官吏\n[法] 官僚主义, 官僚政治, 官僚机构
**English:** n. nonelective government officials\nn. a government that is administered primarily by bureaus that are staffed with nonelective officials\nn. any organization in which action is obstructed by insistence on unnecessary procedures and red tape
**CEFR:** B2

📊 Appears in 57 issue(s) · 75 occurrences",CEFR::B2
"catholic
/'kæθәlik/

_Among the province’s schools that do not select by
academic prowess, **Catholic** ones produce the best results._","## catholic

**Chinese:** n. 天主教徒\na. 天主教的, 普遍的, 广泛的, 宽宏大量的
**English:** n. a member of a Catholic church\na. of or relating to or supporting Catholicism\ns. free from provincial prejudices or attachments
**CEFR:** B2

📊 Appears in 42 issue(s) · 72 occurrences",CEFR::B2
"marine
/mә'ri:n/

_The second round of France’s local elections were a disappointment for
**Marine** Le Pen and her National Rally party._","## marine

**Chinese:** n. 舰队, 水兵, 海景画\na. 海的, 海产的, 海底的, 船舶的, 海运的
**English:** n. a member of the United States Marine Corps\nn. a soldier who serves both on shipboard and on land\na. of or relating to the sea\na. of or relating to military personnel who serve both on land and at sea (specifically the U.S. Marine Corps)
**CEFR:** B1

📊 Appears in 55 issue(s) · 71 occurrences",CEFR::B1
"deter
/di'tә:/

_…egislature passed a bill on election procedures that
critics say is intended to **deter** black people and Hispanics from voting._","## deter

**Chinese:** vt. 制止, 吓住, 威慑
**English:** v. try to prevent; show opposition to
**CEFR:** C2

📊 Appears in 54 issue(s) · 71 occurrences",CEFR::C2
"fragile
/'frædʒail/

_Yet democracy is a **fragile** thing and Mr Saied
is treating it roughly._","## fragile

**Chinese:** a. 易碎的, 脆的\n[医] 脆弱的, 脆的
**English:** s. vulnerably delicate
**CEFR:** C1

📊 Appears in 58 issue(s) · 70 occurrences",CEFR::C1
"peter
/'pi:tә/

_Business

Soliciting success

the 300 biggest global firms, estimates **Peter** Zeughauser, a consultant who
advises many of them._","## peter

**Chinese:** vi. 逐渐消失, 逐渐减少
**English:** n. disciple of Jesus and leader of the Apostles; regarded by Catholics as the vicar of Christ on earth and first Pope
**CEFR:** A2

📊 Appears in 47 issue(s) · 70 occurrences",CEFR::A2
"proxy
/'prɒksi/

_Today China no longer wages such **proxy** wars or backs insurgencies._","## proxy

**Chinese:** n. 代理, 代理人, 委托书\n[经] 代理人, 代表权, 授权书
**English:** n. a person authorized to act for another\nn. a power of attorney document given by shareholders of a corporation authorizing a specific vote on their behalf at a corporate meeting
**CEFR:** C2

📊 Appears in 50 issue(s) · 69 occurrences",CEFR::C2
"outbreak
/'autbreik/

_…sooner?*

Leaders

After the disease

In sub-Saharan Africa, suffering a lethal **outbreak**, just 2.4% of the
population aged over 12 has had a single dose._","## outbreak

**Chinese:** n. 爆发, 暴动\n[医] 暴发
**English:** n. a sudden violent spontaneous occurrence (usually of some undesirable condition)
**CEFR:** B2

📊 Appears in 42 issue(s) · 68 occurrences",CEFR::B2
"peaceful
/'pi:sful/

_“We want our Angels of the Sea to become the voice
of **peaceful** and rules-based order at sea, especially in our country’s sensitive…_","## peaceful

**Chinese:** a. 平静的, 和平的, 和平时期的, 爱好和平的, 喜爱安静的\n[法] 和平的, 爱好和平的, 和平时期的
**English:** a. not disturbed by strife or turmoil or war
**CEFR:** A2

📊 Appears in 52 issue(s) · 68 occurrences",CEFR::A2
"mandate
/'mændeit/

_occupation in the 1980s, but it also directly challenges the Taliban’s claim of
a religious **mandate** to rule._","## mandate

**Chinese:** n. 命令, 指令, 要求\nvt. 委任统治
**English:** n. a document giving an official instruction or command\nn. a territory surrendered by Turkey or Germany after World War I and put under the tutelage of some other European power until they are able to stand by themselves\nn. the commission that is given to a government and its policies through an electoral victory
**CEFR:** C1

📊 Appears in 53 issue(s) · 68 occurrences",CEFR::C1
"turmoil
/'tә:mɒil/

_The economic **turmoil** in 2020 that caused sharp
rises in food prices has left 2.4bn people without adequate food._","## turmoil

**Chinese:** n. 骚动, 混乱
**English:** n a violent disturbance\nn violent agitation\nn disturbance usually in protest
**CEFR:** C2

📊 Appears in 54 issue(s) · 67 occurrences",CEFR::C2
"frontier
/'frʌntjә/

_The finite **frontier**

billionaire to the heavens._","## frontier

**Chinese:** n. 边界, 边境\n[法] 国境, 边境, 边界
**English:** n. a wilderness at the edge of a settled area of a country\nn. an international boundary or the area (often fortified) immediately inside the boundary\nn. an undeveloped field of study; a topic inviting research and development
**CEFR:** B2

📊 Appears in 51 issue(s) · 67 occurrences",CEFR::B2
"volatile
/'vɒlәtail/

_The mining industry itself has little to do with the **volatile** business
of trading._","## volatile

**Chinese:** a. 挥发性的, 可变的, 不稳定的, 飞行的, 轻快的, 爆炸性的\nn. 有翅动物, 挥发物\n[计] 易失的
**English:** n. a volatile substance; a substance that changes readily from solid or liquid to a vapor\na. evaporating readily at normal temperatures and pressures\ns. tending to vary often or widely
**CEFR:** C1

📊 Appears in 54 issue(s) · 66 occurrences",CEFR::C1
"rebuild
/ri'bild/

_…to repair his relationship with Western governments, whose support he
needs to **rebuild** and get Ethiopia’s battered economy back onto its previous
path of r…_","## rebuild

**Chinese:** vt. 改建, 重建, 改造\nvi. 重建
**English:** v. build again
**CEFR:** B1

📊 Appears in 57 issue(s) · 65 occurrences",CEFR::B1
"arsenal
/'ɑ:snәl/

_independent investigations by **Arsenal** Consulting, a Boston-based digital
forensics firm, they appear to be right._","## arsenal

**Chinese:** n. 兵工厂, 军械库\n[机] 兵工厂
**English:** n. all the weapons and equipment that a country has\nn. a military structure where arms and ammunition and other military equipment are stored and training is given in the use of arms
**CEFR:** C2

📊 Appears in 47 issue(s) · 64 occurrences",CEFR::C2
