Front,Back,Tags
"dossier
/'dɒsiei/

_Mr Danchenko is alleged to have lied about
how he collected information for the Steele **dossier** (knowingly lying to FBI
agents is a crime)._","## dossier

**Chinese:** n. 档案, 卷宗\n[医] 病历表册, 病历夹
**English:** n. a collection of papers containing detailed information about a particular person or subject (usually a person's record)
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"junket
/'dʒʌŋkit/

_So, too, have stepped-up efforts
by China’s government to curb the **junket** business._","## junket

**Chinese:** vi. 用公费游山玩水, 设宴\nvt. 宴请\nn. 凝乳食品, 用公费游山玩水, 宴请
**English:** n. dessert made of sweetened milk coagulated with rennet\nn. a trip taken by an official at public expense
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"dynamo
/'dainәmәu/

_It now generates
global interest mostly as a cultural **dynamo**, a travel destination or a source
of tales of “weirdness”._","## dynamo

**Chinese:** n. 发电机\n[医] 电机, 发电机
**English:** n. generator consisting of a coil (the armature) that rotates between the poles of an electromagnet (the field magnet) causing a current to flow in the armature
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"jovial
/'dʒәuviәl/

_Where the
historical St Nicholas was a lofty Greek bishop, his version was a **jovial**
proletarian figure._","## jovial

**Chinese:** a. 快活的, 高兴的, 愉快的\n[计] 国际算法语言的朱尔斯文本
**English:** s full of or showing high-spirited merriment
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"mince
/mins/

_establishment felt threatened by a successful black man who did not **mince**
his words._","## mince

**Chinese:** n. 切碎物\nvt. 切碎, 矫揉做作地说\nvi. 碎步走, 装腔作势
**English:** n. food chopped into small bits\nv. make less severe or harsh\nv. walk daintily\nv. cut into small pieces
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"boo
/bu:/

_**Boo**!_","## boo

**Chinese:** v. 嘘(某人), 喝倒彩\ninterj. 嘘
**English:** n. a cry or noise made to express displeasure or contempt\nv. show displeasure, as after a performance or speech
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"bombard
/bɒm'bɑ:d/

_As for fish, **Bombard** had learned from Polynesians that big fish, tuna
and sharks, had a l…_","## bombard

**Chinese:** vt. 炮击, 攻击, 轰击\nn. 射石炮
**English:** v. throw bombs at or attack with bombs\nv. address with continuously or persistently, as if with a barrage\nv. direct high energy particles or radiation against
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"offal
/'ɒfәl/

_Marrow and other **offal**
favoured by Mr Henderson began appearing on menus of fashionable
restaurants from Seattle to Melbourne._","## offal

**Chinese:** n. 碎屑, 残渣, 下水, 不能吃的部份, 垃圾, 被鄙弃的人\n[化] 废料; 下角料
**English:** n. viscera and trimmings of a butchered animal often considered inedible by humans
**CEFR:** A2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::A2
"brine
/brain/

_Lithium production

be able to fit into a standard shipping container, should be able to handle
millions of litres of **brine** a day._","## brine

**Chinese:** n. 盐水, 海水, 海\nvt. 用浓盐水处理
**English:** n. a strong solution of salt and water used for pickling\nv. soak in brine
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"cognizant
/'kɒgnizәnt/

_Add the Indian businesses of big Western IT-
services firms such as **Cognizant** (which is based in New Jersey but India-
focused), IBM and Capgemi…_","## cognizant

**Chinese:** a. 察知的, 认识到的, 有认识能力的\n[法] 审理的, 审理权的, 有权审理的
**English:** a (sometimes followed by `of') having or showing knowledge or understanding or realization or perception
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"chide
/tʃaid/

_When
revelations of parties in Downing Street first emerged, Mr Sunak was slow
to support the prime minister and quick to **chide** him._","## chide

**Chinese:** v. 斥责, 责骂
**English:** v censure severely or angrily
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"mallet
/'mælit/

_…a sense of confidence, a persistence and a sense of solidarity
here.” Ana Elena **Mallet**, a curator and lecturer at Tecnológico de Monterrey,
a university, sa…_","## mallet

**Chinese:** n. 木槌, 球棍, 棒\n[化] 大锤; 手锤
**English:** n. a sports implement with a long handle and a head like a hammer; used in sports (polo or croquet) to hit a ball\nn. a light drumstick with a rounded head that is used to strike such percussion instruments as chimes, kettledrums, marimbas, glockenspiels, etc.\nn. a tool resembling a hammer but with a large head (usually wooden); used to drive wedges or ram down paving stones or for crushing or beating or flattening or smoothing
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"repugnant
/ri'pʌgnәnt/

_…ak up the “evil trade in human
cargo” by reducing demand for people-smugglers’ “**repugnant** activities”._","## repugnant

**Chinese:** a. 讨厌的, 不愉快的, 厌恶的, 不一致的, 矛盾的, 反对的\n[法] 不一致的, 不相当的, 矛盾的
**English:** s offensive to the mind
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"detonation
/.detә'neiʃәn/

_Systems also
take into account the temperature of the propellant loaded into the
**detonation** chamber._","## detonation

**Chinese:** n. 爆炸, 爆裂, 爆炸声\n[化] 爆轰(化学反应速度高于其声速); 爆震; 引爆
**English:** n. the act of detonating an explosive
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"inactive
/in'æktiv/

_…an additional 300,000 workers between the ages of 16 and 64
who said they were **inactive** because of long-term illness in the third quarter
of 2022 compared…_","## inactive

**Chinese:** a. 不活动的, 停止的, 怠惰的, 闲置的\n[计] 非活动的
**English:** s. (chemistry) not participating in a chemical reaction; chemically inert\na. (pathology) not progressing or increasing; or progressing slowly\na. not exerting influence or change\na. lacking activity; lying idle or unused
**CEFR:** A2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::A2
"maim
/meim/

_This will give the
government almost absolute control of the judicial system and **maim** Israel’s
democracy._","## maim

**Chinese:** vt. 使残废, 使不能工作, 使伤残\n[医] 伤残, 残废
**English:** v. injure or wound seriously and leave permanent disfiguration or mutilation
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"retract
/ri'trækt/

_Yet journals can take years to **retract**, if they ever do so._","## retract

**Chinese:** v. 缩回, 收回, 取消, 撤消
**English:** v. use a surgical instrument to hold open (the edges of a wound or an organ)
**CEFR:** B1

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B1
"compost
/'kɒmpәust/

_If farmers could turn whole cows into **compost**,
why not the same with humans?_","## compost

**Chinese:** n. 混合物, 堆肥\nvt. 施堆肥于
**English:** n. a mixture of decaying vegetation and manure; used as a fertilizer\nv. convert to compost
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"precocious
/pri'kәuʃәs/

_He had been a wilful and **precocious** teenager, running away
from a middle-class Catholic upbringing to perform in nightclubs._","## precocious

**Chinese:** a. 早熟的, 像大人的\n[医] 早熟的
**English:** a. characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude)\ns. appearing or developing early
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"nasal
/'neizl/

_The Barred Owl launches a blood-curdling scream; the Barn Owl, “a
**nasal** snore”; the Sooty Owl, a whistle like a falling bomb._","## nasal

**Chinese:** a. 鼻的, 鼻声的, 尖锐的\nn. 鼻音, 鼻音字
**English:** n. an elongated rectangular bone that forms the bridge of the nose
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"viper
/'vaipә/

_Many of the
sympathisers did not support either side, said Denis Volkov, a sociologist at
Levada; they tuned in for a fight between “a toad and a **viper**”._","## viper

**Chinese:** n. 蝰蛇, 毒蛇, 毒如蛇蝎的人, 阴险的人\n[医] 蝰蛇
**English:** n. venomous Old World snakes characterized by hollow venom-conducting fangs in the upper jaw
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"nihilism
/'naiilizm/

_To do otherwise is deemed “historical **nihilism**”._","## nihilism

**Chinese:** n. 虚无主义, 无政府主义\n[医] 虚无妄想; 虚无主义
**English:** n. a revolutionary doctrine that advocates destruction of the social system for its own sake\nn. complete denial of all established authority and institutions
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"malignant
/mә'lignәnt/

_whether they are benign or **malignant**._","## malignant

**Chinese:** a. 有恶意的, 恶性的, 有害的\n[化] 恶性的
**English:** a. dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"paramour
/'pærә.muә/

_In “Pride and Prejudice” Jane
Austen implies that he is a picky **paramour**, since he likes a beloved to have
“fine eyes”, “a thorough knowledg…_","## paramour

**Chinese:** n. 情夫, 情妇, 情人\n[法] 奸夫, 奸妇
**English:** n a woman's lover\nn a woman who cohabits with an important man
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"lune
/lu:n/

_Science & technology | Pieds-à-**lune**

Tranquility._","## lune

**Chinese:** n. 弓形, 半月形, 半月形物
**English:** n. Anything in the shape of a half moon.\nn. A figure in the form of a crescent, bounded by two\n   intersecting arcs of circles.\nn. A fit of lunacy or madness; a period of frenzy; a crazy or\n   unreasonable freak.
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"snip
/snip/

_Gene-editing,
for example, uses enzymes to **snip** a patient’s DNA precisely where needed and
make a repair to harmful mutations._","## snip

**Chinese:** v. 剪, 剪断, 削减, 删节\nn. 剪, (剪刀的)一剪, 不足道的人
**English:** n. a small piece of anything (especially a piece that has been snipped off)\nv. cultivate, tend, and cut back the growth of
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"daunt
/dɒ:nt/

_Mr **Daunt** set up Daunt Books, a
small chain, in London in 1990 and still runs its nine branches._","## daunt

**Chinese:** vt. 威吓, 难倒, 使气馁
**English:** v. cause to lose courage
**CEFR:** C2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::C2
"riddle
/'ridl/

_The
only **riddle** is which part of the state emerges most damaged._","## riddle

**Chinese:** n. 谜, 谜语, 粗筛\nvt. 解谜, 给...出谜, 筛, 寻根究底地检验, 充满于\nvi. 出谜
**English:** n. a difficult problem\nn. a coarse sieve (as for gravel)\nv. pierce with many holes\nv. set a difficult problem or riddle
**CEFR:** B2

📊 Appears in 2 issue(s) · 3 occurrences",CEFR::B2
"choral
/'kɒ:rәl/

_Culture | **Choral** singing

Germany has at least 45,000 choirs, about 60% of them linked to churches._","## choral

**Chinese:** a. 合唱队的
**English:** a. related to or written for or performed by a chorus or choir
**CEFR:** C2

📊 Appears in 1 issue(s) · 3 occurrences",CEFR::C2
"banister
/'bænistә/

_…alsochangesodalnorms 
that is otheIWisevacant during 
the Fedenl Reserve, you 
**Banister**-at-law 
(elbow bumps instead ofha.nd-
the day, nottomention pow-
sh…_","## banister

**Chinese:** n. 栏杆的支柱, 楼梯的扶栏
**English:** n a railing at the side of a staircase or balcony to prevent people from falling
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"kudos
/'kju:dɒs/

_What 
all, this raises the central-bank 
**Kudos** to 7fte Economist for 
Going forward, this could 
happens if your pers…_","## kudos

**Chinese:** n. 称赞, 光荣, 荣誉
**English:** n an expression of approval and commendation
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lance
/lɑ:ns/

_Theprincipleofjudicial 
American companies pay on 
**lance** and limitations to funda-
independence in Britain 
lettel$arewelcomean…_","## lance

**Chinese:** n. 长矛, 柳叶刀, 执矛战士\nvt. 以长矛攻击, 冲进\nvi. 急进
**English:** v. move quickly, as if by cutting one's way\nv. pierce with a lance, as in a knights' fight\nv. open by piercing with a lancet
**CEFR:** B2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B2
"prophylactic
/.prәufi'læktik/

_The introduction of a **prophylactic** treatment in 2012 has since helped keep
rates of infection amon…_","## prophylactic

**Chinese:** a. 预防性的\nn. 预防药, 预防法, 避孕用品
**English:** n remedy that prevents or slows the course of an illness or disease\nn contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse\ns capable of preventing conception or impregnation\ns warding off\ns preventing or contributing to the prevention of disease
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"brandish
/'brændiŋ/

_Some of his
opponents **brandish** red and white flags featuring the cross of Burgundy, an
emblem of Spanish colonial rule._","## brandish

**Chinese:** vt. 挥, 挥舞\nn. 挥舞
**English:** v. move or swing back and forth\nv. exhibit aggressively
**CEFR:** A2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A2
"factious
/'fækʃәs/

_Defeat in the mountains

break up the **factious** ethnic federation that makes up Africa’s second-most
populous country._","## factious

**Chinese:** a. 好搞派系的, 好结党营私的
**English:** s dissenting (especially dissenting with the majority opinion)
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"inconsequential
/.inkɒnsi'kwenʃәl/

_■

Kitchen **inconsequential**

formed the basis of a simple local diet._","## inconsequential

**Chinese:** a. 不合逻辑的, 不合理的, 不重要的
**English:** s. not following logically as a consequence
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"powwow
/'pauwau/

_Europe

How not to do it

In fact, by the time Mr Putin was addressing his **powwow**, Russian doctors
had for several weeks been registering an alarming r…_","## powwow

**Chinese:** n. 帕瓦仪式, 巫师\nvi. 举行帕瓦仪式, 商谈\nvt. 用巫术医治
**English:** n. a council of or with Native Americans\nv. hold a powwow, talk, conference or meeting
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"minutiae
/mi'nju:ʃii:/

_Mr Shameem says the goal is to sweep away the **minutiae** of code-
typing, so that people can focus on what they want done, n…_","## minutiae

**Chinese:** n. 微小；不重要的细节（minutia的复数）
**English:** n a small or minor detail
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"hidebound
/'haidbaund/

_Bush in
2001-06, it was jackass bureaucrats who maddened him, as well as the
**hidebound**, turf-obsessed military top brass._","## hidebound

**Chinese:** a. 思想偏狭顽固的, 死板的, 量小的\n[医] 绷紧的, 包紧的(皮肤)
**English:** s. stubbornly conservative and narrow-minded
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"martinet
/.mɑ:ti'net/

_By temperament a **martinet**, he has stuffed his
administration with ex- and current brass._","## martinet

**Chinese:** n. 严格执行纪律的人
**English:** n. someone who demands exact conformity to rules and forms
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"artful
/'ɑ:tful/

_…st about
$2trn, and would be just about paid for (the White House employed some
**artful** accounting) by raising taxes on wealthy Americans and businesses,
esp…_","## artful

**Chinese:** a. 巧妙的, 狡猾的
**English:** a. marked by skill in achieving a desired end especially with cunning or craft
**CEFR:** A1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A1
"reprehensible
/.repri'hensәbl/

_But we will.” ■

Lexington

“**reprehensible**” way._","## reprehensible

**Chinese:** a. 应斥责的, 应该谴责的\n[法] 应受严责的, 应受指责的, 应受申斥的
**English:** s bringing or deserving severe rebuke or censure
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"agitate
/'ædʒiteit/

_…Ramaphosa said on July 12th that “there may have been some people who
sought to **agitate** for violence and disorder along ethnic lines.” The next day,
Ayanda…_","## agitate

**Chinese:** vt. 使摇动, 搅动, 使激动, 使不安\nvi. 鼓动, 煽动
**English:** v. try to stir up public opinion\nv. cause to be agitated, excited, or roused\nv. change the arrangement or position of
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"unmitigated
/.ʌn'mitigeitid/

_…A paper in 2019 by the International Monetary Fund had already suggested
that **unmitigated** climate change could lower global per-person GDP by 7%
by 2100._","## unmitigated

**Chinese:** a. 未缓和的, 未减轻的, 全然的\n[法] 全然的, 绝对的, 未减轻的
**English:** a. not diminished or moderated in intensity or severity; sometimes used as an intensifier
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"disreputable
/dis'repjutәbl/

_And though many developers drawn to the boom
were sound, others were **disreputable**._","## disreputable

**Chinese:** a. 名誉不好的, 不光彩的, 声名狼藉的
**English:** a. lacking respectability in character or behavior or appearance
**CEFR:** A1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A1
"expend
/ik'spend/

_Having to **expend** similar amounts to recreate an old capability would not
send a similar message._","## expend

**Chinese:** vt. 花费, 消耗, 用光
**English:** v use up, consume fully\nv pay out
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lyric
/'lirik/

_a nonsensical one, often of a song **lyric**._","## lyric

**Chinese:** n. 抒情诗, 歌词\na. 抒情的
**English:** n. the text of a popular song or musical-comedy number\nn. a short poem of songlike quality\nv. write lyrics for (a song)\ns. expressing deep emotion
**CEFR:** A2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::A2
"elegiac
/.eli'dʒaiәk/

_An **elegiac** tune with the line “and
laid him on the green” was heard as “and Lady Mondegreen”, giving the
phenomenon its name._","## elegiac

**Chinese:** n. 哀歌, 挽歌\na. 哀歌体的, 挽歌的
**English:** a. resembling or characteristic of or appropriate to an elegy\ns. expressing sorrow often for something past
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"snobbish
/'snɒbiʃ/

_But a century ago, the Bloomsbury
set were frightfully **snobbish** about her._","## snobbish

**Chinese:** a. 自命不凡的, 势利的
**English:** s befitting or characteristic of those who incline to social exclusiveness and who rebuff the advances of people considered inferior
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"forgery
/'fɒ:dʒәri/

_The penalty for **forgery** is up to four
years in prison, but the chances of being caught are slim._","## forgery

**Chinese:** n. 伪造, 伪造罪, 伪造物\n[经] 伪造签字, 伪造品
**English:** n. criminal falsification by making or altering an instrument with intent to defraud
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"expatriate
/eks'peitrieit/

_When an American **expatriate** organised a surfing contest there in 2008, just
two of the 30-odd participants were Chinese._","## expatriate

**Chinese:** n. 移居国外者, 侨民, 被流放者, 背井离乡者\nvt. 逐出国外, 脱离国籍, 放逐\nvi. 移居国外
**English:** v. expel from a country\nv. move away from one's native country and adopt a new residence abroad
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"galore
/gә'lɒ:/

_■

Guns **galore**

researcher at the council, reckoned that Sweden came second after Croatia
between 2014 and 2017._","## galore

**Chinese:** adv. 丰富地\nn. 丰富, 大量
**English:** s. in great numbers
**CEFR:** C1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C1
"affectation
/.æfek'teiʃәn/

_He loathes the common
establishment **affectation** of world-weariness._","## affectation

**Chinese:** n. 假装, 做作, 矫情\n[医] 矫饰, 矫情
**English:** n. a deliberate pretense or exaggerated display
**CEFR:** B1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::B1
"vertex
/'vә:teks/

_ballast tanks balance the weight of a turbine at the third **vertex**, with water
pumped around inside the triangle to trim its stability._","## vertex

**Chinese:** n. 顶点, 最高点, 头顶, 天顶\n[计] 顶点
**English:** n. the point of intersection of lines or the point opposite the base of a figure\nn. the highest point (of something)
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lewd
/lu:d/

_Having pushed and
prayed for the federal ban on the distribution of “obscene, **lewd** or
lascivious” material of 1873, Comstock used his position as a specia…_","## lewd

**Chinese:** a. 淫荡的\n[法] 淫荡的, 猥亵的
**English:** s. suggestive of or tending to moral looseness
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lascivious
/lә'siviәs/

_…pushed and
prayed for the federal ban on the distribution of “obscene, lewd or
**lascivious**” material of 1873, Comstock used his position as a special agent…_","## lascivious

**Chinese:** a. 好色的\n[法] 淫荡的, 好色的
**English:** s. driven by lust; preoccupied with or exhibiting lustful desires
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"efflorescence
/.eflɒ:'resәns/

_Open letters

literary magazines, in an **efflorescence** of political commentary, criticism
and fiction._","## efflorescence

**Chinese:** n. 开花, 风化\n[化] 风化
**English:** n. a powdery deposit on a surface
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"lug
/lʌg/

_…kes being able to read new
episodes on her phone on her way to work rather than **lug** around hefty
volumes of Japanese manga (comics or graphic novels), which…_","## lug

**Chinese:** v. 拖, 拉\nn. 一拖, 一拉, 耳朵, 耳状物, 装腔作势, 勒索
**English:** n. ancient Celtic god\nn. a projecting piece that is used to lift or support or turn something\nv. carry with difficulty
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"pry
/prai/

_The problem is not just that the government may have
broken Indian law to do so, or that it may have used the tool to **pry** on
intimate private relations._","## pry

**Chinese:** n. 杠杆, 窥探, 好奇者\nvi. 打听, 窥探\nvt. 撬动, 撬开, 费力得到
**English:** v. to move or force, especially in an effort to get something open\nv. be nosey\nv. make an uninvited or presumptuous inquiry
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"canvass
/'kænvәs/

_…the merry mob

sharpest suits and fanning out to meeting rooms in big cities to **canvass**
support from pension funds, asset managers and other institutional i…_","## canvass

**Chinese:** n. 细查, 讨论, 游说\nvt. 彻底检查, 向...拉票或拉生意, 讨论\nvi. 游说
**English:** v. solicit votes from potential voters in an electoral campaign\nv. solicit votes from potential voters in an electoral campaign
**CEFR:** C2

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C2
"treatise
/'tri:tis/

_Japan or America, either, both—or the world?”

Sakuteiki, an 11th-century **treatise** that instructs readers to “obey the request
of the stone”._","## treatise

**Chinese:** n. 论文, 专著
**English:** n. a formal exposition
**CEFR:** C1

📊 Appears in 2 issue(s) · 2 occurrences",CEFR::C1
